,Category,Value,Value.1,Value.2,Value.3
1726,ppg,178810.0,163706.0,69.0,97.0
1727,ppg,178836.0,163706.0,69.0,97.0
1728,ppg,178870.0,163715.0,69.0,97.0
1729,ppg,178878.0,163716.0,69.0,97.0
1730,ppg,178894.0,163713.0,69.0,97.0
1731,ppg,178914.0,163719.0,69.0,97.0
1732,ppg,178923.0,163720.0,69.0,97.0
1733,ppg,178933.0,163722.0,69.0,97.0
1734,ppg,178942.0,163718.0,69.0,97.0
1735,ppg,178958.0,163725.0,69.0,97.0
1736,ppg,178993.0,163725.0,69.0,97.0
1737,ppg,179016.0,163728.0,69.0,97.0
1738,ppg,179027.0,163727.0,69.0,97.0
1739,ppg,179004.0,163712.0,69.0,97.0
1740,ppg,178958.0,163695.0,69.0,97.0
1741,ppg,178892.0,163654.0,69.0,97.0
1742,ppg,178809.0,163612.0,69.0,97.0
1743,ppg,178702.0,163559.0,69.0,97.0
1744,ppg,178608.0,163524.0,69.0,97.0
1745,ppg,178517.0,163491.0,69.0,97.0
1746,ppg,178440.0,163453.0,69.0,97.0
1747,ppg,178362.0,163424.0,69.0,97.0
1748,ppg,178285.0,163392.0,70.0,97.0
1749,ppg,178222.0,163372.0,70.0,97.0
1750,ppg,178178.0,163349.0,70.0,97.0
1751,ppg,178128.0,163335.0,70.0,97.0
1752,ppg,178105.0,163326.0,70.0,97.0
1753,ppg,179153.0,163545.0,70.0,97.0
1754,ppg,179181.0,163556.0,70.0,97.0
1755,ppg,179181.0,163556.0,70.0,97.0
1756,ppg,179201.0,163557.0,70.0,97.0
1757,ppg,179219.0,163565.0,70.0,97.0
1758,ppg,179219.0,163565.0,70.0,97.0
1759,ppg,179219.0,163565.0,70.0,97.0
1760,ppg,179249.0,163575.0,70.0,97.0
1761,ppg,179270.0,163567.0,70.0,97.0
1762,ppg,179287.0,163583.0,70.0,97.0
1763,ppg,179297.0,163583.0,70.0,97.0
1764,ppg,179310.0,163574.0,70.0,97.0
1765,ppg,179320.0,163564.0,70.0,97.0
1766,ppg,179323.0,163571.0,70.0,97.0
1767,ppg,179335.0,163564.0,70.0,97.0
1768,ppg,179314.0,163556.0,70.0,97.0
1769,ppg,179310.0,163541.0,70.0,97.0
1770,ppg,179268.0,163516.0,70.0,97.0
1771,ppg,179219.0,163487.0,70.0,97.0
1772,ppg,179131.0,163457.0,70.0,97.0
1773,ppg,179054.0,163431.0,70.0,97.0
1774,ppg,178969.0,163390.0,70.0,97.0
1775,ppg,178885.0,163359.0,70.0,97.0
1776,ppg,178809.0,163315.0,70.0,97.0
1777,ppg,178737.0,163281.0,70.0,97.0
1778,ppg,178668.0,163253.0,70.0,97.0
1779,ppg,178626.0,163229.0,70.0,97.0
1780,ppg,179166.0,163216.0,72.0,97.0
1781,ppg,179169.0,163211.0,72.0,97.0
1782,ppg,179174.0,163204.0,72.0,97.0
1783,ppg,179193.0,163211.0,72.0,97.0
1784,ppg,179204.0,163209.0,72.0,97.0
1785,ppg,179226.0,163212.0,72.0,97.0
1786,ppg,179227.0,163212.0,72.0,97.0
1787,ppg,179238.0,163205.0,72.0,97.0
1788,ppg,179238.0,163205.0,72.0,97.0
1789,ppg,179238.0,163207.0,72.0,97.0
1790,ppg,179246.0,163206.0,72.0,97.0
1791,ppg,179259.0,163205.0,72.0,97.0
1792,ppg,179281.0,163199.0,72.0,97.0
1793,ppg,179270.0,163192.0,72.0,97.0
1794,ppg,179275.0,163199.0,72.0,97.0
1795,ppg,179250.0,163179.0,72.0,97.0
1796,ppg,179186.0,163146.0,72.0,97.0
1797,ppg,179102.0,163110.0,72.0,97.0
1798,ppg,179010.0,163079.0,72.0,97.0
1799,ppg,178881.0,163023.0,72.0,97.0
1800,ppg,178774.0,162974.0,72.0,97.0
1801,ppg,178654.0,162923.0,72.0,97.0
1802,ppg,178533.0,162880.0,72.0,97.0
1803,ppg,178434.0,162824.0,72.0,97.0
1804,ppg,178344.0,162783.0,72.0,97.0
1805,ppg,178267.0,162738.0,72.0,97.0
1806,ppg,178194.0,162692.0,72.0,97.0
1807,ppg,178146.0,162670.0,72.0,97.0
1808,ppg,178331.0,162494.0,73.0,97.0
1809,ppg,178048.0,162616.0,72.0,97.0
1810,ppg,178037.0,162601.0,72.0,97.0
1811,ppg,178005.0,162583.0,72.0,97.0
1812,ppg,177982.0,162568.0,72.0,97.0
1813,ppg,178381.0,162507.0,73.0,97.0
1814,ppg,178407.0,162506.0,73.0,97.0
1815,ppg,178420.0,162513.0,73.0,97.0
1816,ppg,178439.0,162513.0,73.0,97.0
1817,ppg,178439.0,162513.0,73.0,97.0
1818,ppg,178451.0,162521.0,73.0,97.0
1819,ppg,178469.0,162533.0,73.0,97.0
1820,ppg,178469.0,162533.0,73.0,97.0
1821,ppg,178469.0,162533.0,73.0,97.0
1822,ppg,178477.0,162526.0,73.0,97.0
1823,ppg,178489.0,162526.0,73.0,97.0
1824,ppg,178513.0,162545.0,73.0,97.0
1825,ppg,178528.0,162545.0,73.0,97.0
1826,ppg,178529.0,162545.0,73.0,97.0
1827,ppg,178507.0,162528.0,73.0,97.0
1828,ppg,178447.0,162505.0,73.0,97.0
1829,ppg,178346.0,162466.0,73.0,97.0
1830,ppg,178238.0,162416.0,73.0,97.0
1831,ppg,178107.0,162353.0,73.0,97.0
1832,ppg,177965.0,162286.0,73.0,97.0
1833,ppg,177841.0,162222.0,73.0,97.0
1834,ppg,177688.0,162153.0,73.0,97.0
1835,ppg,177545.0,162088.0,73.0,97.0
1836,ppg,177428.0,162029.0,73.0,97.0
1837,ppg,177325.0,161976.0,73.0,97.0
1838,ppg,177238.0,161937.0,73.0,97.0
1839,ppg,177163.0,161908.0,73.0,97.0
1840,ppg,177122.0,161890.0,73.0,97.0
1841,ppg,177614.0,162058.0,73.0,97.0
1842,ppg,177621.0,162051.0,73.0,97.0
1843,ppg,177655.0,162063.0,73.0,97.0
1844,ppg,177665.0,162076.0,73.0,97.0
1845,ppg,177698.0,162097.0,73.0,97.0
1846,ppg,177733.0,162109.0,73.0,97.0
1847,ppg,177741.0,162106.0,73.0,97.0
1848,ppg,177752.0,162118.0,73.0,97.0
1849,ppg,177779.0,162139.0,73.0,97.0
1850,ppg,177779.0,162139.0,73.0,97.0
1851,ppg,177810.0,162144.0,73.0,97.0
1852,ppg,177836.0,162166.0,73.0,97.0
1853,ppg,177850.0,162162.0,73.0,97.0
1854,ppg,177841.0,162162.0,73.0,97.0
1855,ppg,177784.0,162148.0,73.0,97.0
1856,ppg,177687.0,162104.0,73.0,97.0
1857,ppg,177575.0,162067.0,73.0,97.0
1858,ppg,177441.0,162000.0,73.0,97.0
1859,ppg,177298.0,161936.0,73.0,97.0
1860,ppg,177147.0,161874.0,73.0,97.0
1861,ppg,177013.0,161813.0,73.0,97.0
1862,ppg,176892.0,161758.0,73.0,97.0
1863,ppg,176779.0,161711.0,73.0,97.0
1864,ppg,176696.0,161667.0,73.0,97.0
1865,ppg,176619.0,161638.0,73.0,97.0
1866,ppg,176553.0,161610.0,73.0,97.0
1867,ppg,176512.0,161589.0,73.0,97.0
1868,ppg,176466.0,161571.0,73.0,97.0
1869,ppg,177557.0,162223.0,73.0,97.0
1870,ppg,177589.0,162229.0,73.0,97.0
1871,ppg,177612.0,162255.0,73.0,97.0
1872,ppg,177635.0,162261.0,73.0,97.0
1873,ppg,177666.0,162271.0,73.0,97.0
1874,ppg,177697.0,162284.0,73.0,97.0
1875,ppg,177733.0,162302.0,73.0,97.0
1876,ppg,177752.0,162314.0,73.0,97.0
1877,ppg,177780.0,162330.0,73.0,97.0
1878,ppg,177804.0,162336.0,73.0,97.0
1879,ppg,177827.0,162361.0,73.0,97.0
1880,ppg,177874.0,162377.0,73.0,97.0
1881,ppg,177889.0,162384.0,73.0,97.0
1882,ppg,177916.0,162390.0,73.0,97.0
1883,ppg,177920.0,162401.0,73.0,97.0
1884,ppg,177900.0,162393.0,73.0,97.0
1885,ppg,177900.0,162393.0,73.0,97.0
1886,ppg,177849.0,162377.0,73.0,97.0
1887,ppg,177747.0,162339.0,73.0,97.0
1888,ppg,177623.0,162290.0,73.0,97.0
1889,ppg,177478.0,162225.0,73.0,97.0
1890,ppg,177309.0,162168.0,73.0,97.0
1891,ppg,177139.0,162082.0,73.0,97.0
1892,ppg,176964.0,162012.0,73.0,97.0
1893,ppg,176819.0,161951.0,73.0,97.0
1894,ppg,176676.0,161892.0,73.0,97.0
1895,ppg,176568.0,161840.0,73.0,97.0
1896,ppg,176459.0,161801.0,73.0,97.0
1897,ppg,176385.0,161770.0,73.0,97.0
1898,ppg,176312.0,161739.0,73.0,97.0
1899,ppg,176266.0,161723.0,73.0,97.0
1900,ppg,176229.0,161719.0,73.0,97.0
1901,ppg,176198.0,161709.0,73.0,97.0
1902,ppg,176884.0,162132.0,73.0,97.0
1903,ppg,176909.0,162155.0,73.0,97.0
1904,ppg,176946.0,162162.0,73.0,97.0
1905,ppg,176963.0,162180.0,73.0,97.0
1906,ppg,176998.0,162201.0,73.0,97.0
1907,ppg,177023.0,162219.0,73.0,97.0
1908,ppg,177052.0,162221.0,73.0,97.0
1909,ppg,177069.0,162245.0,73.0,97.0
1910,ppg,177109.0,162250.0,73.0,97.0
1911,ppg,177130.0,162263.0,73.0,97.0
1912,ppg,177157.0,162280.0,73.0,97.0
1913,ppg,177178.0,162287.0,73.0,97.0
1914,ppg,177178.0,162287.0,73.0,97.0
1915,ppg,177209.0,162302.0,73.0,97.0
1916,ppg,177235.0,162306.0,73.0,97.0
1917,ppg,177272.0,162331.0,73.0,97.0
1918,ppg,177310.0,162352.0,73.0,97.0
1919,ppg,177327.0,162352.0,73.0,97.0
1920,ppg,177334.0,162354.0,73.0,97.0
1921,ppg,177305.0,162344.0,73.0,97.0
1922,ppg,177219.0,162313.0,73.0,97.0
1923,ppg,177138.0,162281.0,73.0,97.0
1924,ppg,176999.0,162223.0,73.0,97.0
1925,ppg,176843.0,162162.0,73.0,97.0
1926,ppg,176680.0,162094.0,73.0,97.0
1927,ppg,176510.0,162028.0,73.0,97.0
1928,ppg,176350.0,161977.0,73.0,97.0
1929,ppg,176212.0,161915.0,73.0,97.0
1930,ppg,176379.0,162210.0,73.0,97.0
1931,ppg,176420.0,162235.0,73.0,97.0
1932,ppg,176455.0,162252.0,73.0,97.0
1933,ppg,176481.0,162267.0,73.0,97.0
1934,ppg,176511.0,162274.0,73.0,97.0
1935,ppg,176558.0,162307.0,73.0,97.0
1936,ppg,176591.0,162316.0,73.0,97.0
1937,ppg,176616.0,162335.0,73.0,97.0
1938,ppg,176646.0,162358.0,73.0,97.0
1939,ppg,176662.0,162363.0,73.0,97.0
1940,ppg,176694.0,162371.0,73.0,97.0
1941,ppg,176725.0,162389.0,73.0,97.0
1942,ppg,176748.0,162396.0,73.0,97.0
1943,ppg,176782.0,162412.0,73.0,97.0
1944,ppg,176819.0,162432.0,73.0,97.0
1945,ppg,176849.0,162449.0,73.0,97.0
1946,ppg,176873.0,162468.0,73.0,97.0
1947,ppg,176891.0,162484.0,73.0,97.0
1948,ppg,176881.0,162482.0,73.0,97.0
1949,ppg,176833.0,162457.0,73.0,97.0
1950,ppg,176833.0,162457.0,73.0,97.0
1951,ppg,176755.0,162435.0,73.0,97.0
1952,ppg,176638.0,162396.0,73.0,97.0
1953,ppg,176509.0,162350.0,73.0,97.0
1954,ppg,176350.0,162277.0,73.0,97.0
1955,ppg,176185.0,162227.0,73.0,97.0
1956,ppg,176022.0,162169.0,73.0,97.0
1957,ppg,175875.0,162086.0,73.0,97.0
1958,ppg,175719.0,162042.0,73.0,97.0
1959,ppg,176509.0,162571.0,73.0,97.0
1960,ppg,176555.0,162593.0,73.0,97.0
1961,ppg,175403.0,161916.0,73.0,97.0
1962,ppg,175334.0,161897.0,73.0,97.0
1963,ppg,175286.0,161872.0,73.0,97.0
1964,ppg,176670.0,162645.0,73.0,97.0
1965,ppg,176700.0,162664.0,73.0,97.0
1966,ppg,176746.0,162669.0,73.0,97.0
1967,ppg,176796.0,162690.0,73.0,97.0
1968,ppg,176820.0,162701.0,73.0,97.0
1969,ppg,176860.0,162729.0,73.0,97.0
1970,ppg,176895.0,162750.0,73.0,97.0
1971,ppg,176918.0,162761.0,73.0,97.0
1972,ppg,176948.0,162775.0,73.0,97.0
1973,ppg,176977.0,162787.0,73.0,97.0
1974,ppg,176989.0,162807.0,73.0,97.0
1975,ppg,176977.0,162789.0,73.0,97.0
1976,ppg,176929.0,162773.0,73.0,97.0
1977,ppg,176840.0,162759.0,73.0,97.0
1978,ppg,176715.0,162709.0,73.0,97.0
1979,ppg,176566.0,162643.0,73.0,97.0
1980,ppg,176374.0,162570.0,73.0,97.0
1981,ppg,176186.0,162492.0,73.0,97.0
1982,ppg,175979.0,162416.0,73.0,97.0
1983,ppg,175810.0,162346.0,73.0,97.0
1984,ppg,175810.0,162346.0,73.0,97.0
